"cloud","company_id"
IaaS,17350
SaaS,17352
PaaS,17352
SaaS,17353
PaaS,17353
IaaS,17354
SaaS,17354
PaaS,17354
IaaS,17360
PaaS,17360
IaaS,17362
PaaS,17362
IaaS,17370
SaaS,17370
PaaS,17370
PaaS,17376
SaaS,17383
SaaS,17395
PaaS,17413
IaaS,17417
SaaS,17417
IaaS,17465
IaaS,17484
PaaS,17484
IaaS,17488
PaaS,17488
SaaS,17503
IaaS,17505
Other Cloud: Hybrid/Private/On-prem virtualization,17509
PaaS,17527
SaaS,17552
IaaS,17556
PaaS,17556
IaaS,17564
SaaS,17564
PaaS,17564
SaaS,17567
IaaS,17606
SaaS,17606
IaaS,17612
SaaS,17612
PaaS,17612
IaaS,17617
PaaS,17617
SaaS,17631
IaaS,17650
SaaS,17650
PaaS,17650
IaaS,17682
SaaS,17692
PaaS,17693
SaaS,17700
PaaS,17700
SaaS,17709
PaaS,17709
IaaS,17713
SaaS,17713
PaaS,17767
PaaS,17788
SaaS,17791
IaaS,17824
IaaS,17837
PaaS,17837
IaaS,17843
SaaS,17860
PaaS,17886
IaaS,17893
IaaS,17912
PaaS,17912
PaaS,17914
SaaS,17937
SaaS,17942
IaaS,17973
PaaS,17973
SaaS,17989
PaaS,17995
PaaS,18019
SaaS,18037
IaaS,18038
PaaS,18038
PaaS,18045
PaaS,18048
IaaS,18092
SaaS,18092
PaaS,18092
SaaS,18114
PaaS,18125
SaaS,18138
SaaS,18155
SaaS,18157
PaaS,18167
PaaS,18182
SaaS,18190
PaaS,18215
SaaS,18231
IaaS,18283
PaaS,18283
IaaS,18297
SaaS,18297
PaaS,18297
SaaS,18308
IaaS,18322
SaaS,18322
PaaS,18322
SaaS,18340
IaaS,18348
SaaS,18348
PaaS,18348
IaaS,18377
IaaS,18466
IaaS,18476
PaaS,18476
PaaS,18482
SaaS,18490
IaaS,18498
SaaS,18498
PaaS,18498
PaaS,18510
SaaS,18549
IaaS,18550
PaaS,18550
SaaS,18571
SaaS,18581
IaaS,18593
PaaS,18593
SaaS,18594
PaaS,18605
PaaS,18610
SaaS,18615
IaaS,18621
SaaS,18621
PaaS,18621
SaaS,18631
IaaS,18645
PaaS,18645
IaaS,18688
SaaS,18727
SaaS,18731
SaaS,18739
SaaS,18792
SaaS,18798
PaaS,18808
PaaS,18851
PaaS,18853
IaaS,18898
PaaS,18898
SaaS,18903
IaaS,18941
SaaS,18941
PaaS,18941
SaaS,18943
IaaS,18949
PaaS,18949
IaaS,18953
SaaS,18953
PaaS,18953
SaaS,18961
PaaS,18961
IaaS,18974
SaaS,18974
PaaS,18974
SaaS,18986
SaaS,18995
PaaS,18999
SaaS,19043
IaaS,19105
SaaS,19105
PaaS,19105
SaaS,19128
SaaS,19137
SaaS,19142
PaaS,19149
IaaS,19173
SaaS,19173
PaaS,19173
IaaS,19177
SaaS,19178
IaaS,19187
PaaS,19195
IaaS,19250
PaaS,19250
IaaS,19256
PaaS,19256
PaaS,19261
IaaS,19275
SaaS,19275
SaaS,19289
SaaS,19322
PaaS,19324
SaaS,19328
SaaS,19353
SaaS,19361
PaaS,19363
SaaS,19380
SaaS,19408
SaaS,19422
PaaS,19453
PaaS,19470
SaaS,19508
SaaS,19512
SaaS,19567
SaaS,19581
SaaS,19586
IaaS,19597
SaaS,19604
SaaS,19634
IaaS,19657
SaaS,19657
PaaS,19657
IaaS,19708
SaaS,19708
PaaS,19708
SaaS,19712
SaaS,19722
SaaS,19733
IaaS,19793
PaaS,19793
SaaS,19797
IaaS,19798
SaaS,19798
PaaS,19801
PaaS,19811
SaaS,19827
IaaS,19828
SaaS,19828
PaaS,19828
IaaS,19860
PaaS,19860
IaaS,19874
SaaS,19874
PaaS,19874
SaaS,19877
SaaS,19889
PaaS,19895
IaaS,19942
SaaS,19944
SaaS,19954
SaaS,19983
SaaS,19996
SaaS,19999
IaaS,20005
PaaS,20005
SaaS,20017
PaaS,20019
SaaS,20056
IaaS,20062
SaaS,20065
IaaS,20072
PaaS,20072
IaaS,20082
IaaS,20083
PaaS,20083
SaaS,20084
SaaS,20087
IaaS,20088
SaaS,20092
PaaS,20092
PaaS,20116
SaaS,20118
IaaS,20123
PaaS,20123
IaaS,20162
SaaS,20162
IaaS,20182
IaaS,20198
SaaS,20198
SaaS,20209
PaaS,20221
SaaS,20240
SaaS,20249
IaaS,20306
SaaS,20306
PaaS,20306
PaaS,20322
SaaS,20326
IaaS,20337
PaaS,20337
SaaS,20366
SaaS,20370
Other Cloud: Hybrid/Private/On-prem virtualization,20382
PaaS,20386
SaaS,20388
IaaS,20409
SaaS,20409
PaaS,20409
PaaS,20410
SaaS,20420
IaaS,20423
PaaS,20430
IaaS,20445
SaaS,20445
PaaS,20445
IaaS,20450
PaaS,20450
SaaS,20453
SaaS,20479
IaaS,20480
SaaS,20480
PaaS,20480
IaaS,20481
SaaS,20481
IaaS,20503
PaaS,20503
SaaS,20506
SaaS,20510
SaaS,20518
PaaS,20537
SaaS,20578
IaaS,20580
PaaS,20580
IaaS,20585
SaaS,20585
PaaS,20585
IaaS,20591
PaaS,20615
IaaS,20616
SaaS,20616
PaaS,20616
SaaS,20631
PaaS,20637
IaaS,20640
SaaS,20649
PaaS,20667
PaaS,20677
SaaS,20725
IaaS,20756
PaaS,20756
PaaS,20816
IaaS,20827
PaaS,20827
PaaS,20829
PaaS,20851
SaaS,20853
PaaS,20853
SaaS,20862
IaaS,20884
SaaS,20884
SaaS,20928
SaaS,20944
PaaS,20969
SaaS,21028
IaaS,21029
SaaS,21029
PaaS,21029
IaaS,21030
SaaS,21033
Other Cloud: Hybrid/Private/On-prem virtualization,21033
SaaS,21035
IaaS,21110
PaaS,21110
SaaS,21129
SaaS,21141
IaaS,21166
PaaS,21166
IaaS,21201
SaaS,21201
PaaS,21201
SaaS,21225
SaaS,21261
PaaS,21262
SaaS,21265
SaaS,21294
IaaS,21324
PaaS,21324
PaaS,21337
SaaS,21342
IaaS,21378
PaaS,21389
PaaS,21393
IaaS,21395
PaaS,21395
IaaS,21420
PaaS,21420
PaaS,21446
SaaS,21451
IaaS,21453
PaaS,21453
SaaS,21474
SaaS,21505
SaaS,21509
SaaS,21530
Other Cloud: Hybrid/Private/On-prem virtualization,21534
IaaS,21565
PaaS,21565
IaaS,21580
SaaS,21580
PaaS,21580
PaaS,21587
IaaS,21591
SaaS,21649
SaaS,21770
IaaS,21798
IaaS,21801
IaaS,21810
SaaS,21819
IaaS,21820
PaaS,21820
PaaS,21851
PaaS,21857
PaaS,21859
SaaS,21865
PaaS,21875
IaaS,21877
SaaS,21877
PaaS,21877
SaaS,21878
IaaS,21890
SaaS,21890
PaaS,21890
SaaS,21894
IaaS,21895
SaaS,21895
PaaS,21895
PaaS,21907
IaaS,21908
PaaS,21908
IaaS,21928
SaaS,21937
SaaS,21939
SaaS,21964
SaaS,21979
SaaS,21983
PaaS,21983
SaaS,22012
SaaS,22029
PaaS,22036
IaaS,22090
SaaS,22090
PaaS,22090
IaaS,22110
PaaS,22110
IaaS,22120
IaaS,22124
PaaS,22124
IaaS,22130
SaaS,22130
PaaS,22130
SaaS,22145
SaaS,22184
SaaS,22216
SaaS,22226
IaaS,22239
PaaS,22258
SaaS,22283
SaaS,22295
SaaS,22301
SaaS,22329
IaaS,22334
Other Cloud: Hybrid/Private/On-prem virtualization,22334
IaaS,22336
IaaS,22341
SaaS,22346
IaaS,22355
PaaS,22355
IaaS,22369
SaaS,22369
PaaS,22369
SaaS,22370
SaaS,22373
PaaS,22389
PaaS,22391
PaaS,22398
IaaS,22429
PaaS,22429
SaaS,22430
SaaS,22433
SaaS,22468
SaaS,22481
PaaS,22488
SaaS,22504
PaaS,22506
SaaS,22520
PaaS,22520
SaaS,22527
PaaS,22535
SaaS,22538
SaaS,22540
SaaS,22551
SaaS,22561
SaaS,22654
SaaS,22682
IaaS,22690
SaaS,22713
IaaS,22723
PaaS,22723
PaaS,22729
PaaS,22731
SaaS,22744
IaaS,22748
PaaS,22748
SaaS,22750
IaaS,22754
PaaS,22754
SaaS,22762
PaaS,22762
IaaS,22776
SaaS,22778
SaaS,22779
IaaS,22781
SaaS,22781
PaaS,22781
IaaS,22785
PaaS,22785
SaaS,22793
SaaS,22799
IaaS,22802
PaaS,22802
IaaS,22803
SaaS,22803
PaaS,22803
SaaS,22808
PaaS,22808
SaaS,22813
SaaS,22838
SaaS,22841
SaaS,22845
SaaS,22848
SaaS,22856
PaaS,22858
PaaS,22885
PaaS,22887
IaaS,22920
SaaS,22929
SaaS,22948
SaaS,22952
SaaS,22991
SaaS,22994
SaaS,22996
IaaS,22999
SaaS,22999
SaaS,23000
IaaS,23004
SaaS,23004
SaaS,23011
PaaS,23011
SaaS,23012
PaaS,23012
PaaS,23031
IaaS,23032
SaaS,23032
PaaS,23032
IaaS,23038
PaaS,23038
SaaS,23041
PaaS,23054
PaaS,23063
SaaS,23073
SaaS,23099
SaaS,23121
SaaS,23126
SaaS,23145
IaaS,23191
PaaS,23191
IaaS,23207
PaaS,23207
PaaS,23213
IaaS,23214
SaaS,23214
IaaS,23218
SaaS,23224
SaaS,23259
PaaS,23259
PaaS,23263
SaaS,23294
IaaS,23297
PaaS,23297
PaaS,23319
PaaS,23322
SaaS,23326
SaaS,23375
SaaS,23387
SaaS,23487
PaaS,23487
SaaS,23513
IaaS,23558
PaaS,23558
SaaS,23567
PaaS,23583
IaaS,23586
SaaS,23596
SaaS,23611
IaaS,23613
PaaS,23613
SaaS,23624
PaaS,23671
SaaS,23709
PaaS,23709
IaaS,23739
PaaS,23739
IaaS,23747
PaaS,23747
IaaS,23762
SaaS,23762
SaaS,23777
IaaS,23783
PaaS,23783
SaaS,23799
SaaS,23837
PaaS,23837
SaaS,23839
SaaS,23864
SaaS,23868
SaaS,23876
IaaS,23882
SaaS,23882
PaaS,23882
SaaS,23899
PaaS,23908
SaaS,23921
PaaS,23922
SaaS,23944
SaaS,23949
PaaS,23949
SaaS,23964
SaaS,23994
IaaS,23999
PaaS,24000
PaaS,24023
SaaS,24045
SaaS,24064
IaaS,24077
SaaS,24108
SaaS,24126
SaaS,24167
IaaS,24175
SaaS,24181
SaaS,24191
SaaS,24195
PaaS,24195
SaaS,24197
SaaS,24198
IaaS,24218
PaaS,24218
IaaS,24223
PaaS,24223
IaaS,24225
PaaS,24225
IaaS,24230
PaaS,24230
IaaS,24242
PaaS,24264
PaaS,24284
IaaS,24287
SaaS,24288
PaaS,24288
IaaS,24296
SaaS,24296
PaaS,24296
IaaS,24303
IaaS,24325
PaaS,24325
SaaS,24362
SaaS,24369
PaaS,24410
SaaS,24420
IaaS,24426
PaaS,24460
PaaS,24472
PaaS,24475
SaaS,24491
PaaS,24493
IaaS,24496
PaaS,24496
PaaS,24530
IaaS,24552
PaaS,24552
SaaS,24573
IaaS,24575
SaaS,24575
PaaS,24575
IaaS,24653
SaaS,24653
PaaS,24653
IaaS,24662
PaaS,24662
IaaS,24666
IaaS,24678
PaaS,24678
SaaS,24685
PaaS,24697
IaaS,24712
Other Cloud: Hybrid/Private/On-prem virtualization,24729
SaaS,24732
SaaS,24750
PaaS,24750
PaaS,24765
IaaS,24768
PaaS,24768
IaaS,24771
SaaS,24771
SaaS,24772
IaaS,24790
PaaS,24790
IaaS,24792
SaaS,24792
IaaS,24798
PaaS,24798
PaaS,24822
SaaS,24829
IaaS,24839
PaaS,24859
IaaS,24865
SaaS,24865
PaaS,24865
SaaS,24868
SaaS,24873
SaaS,24885
SaaS,24937
IaaS,24960
PaaS,24960
SaaS,24972
PaaS,24972
SaaS,24997
PaaS,24997
IaaS,25020
PaaS,25020
SaaS,25028
SaaS,25044
IaaS,25089
PaaS,25089
IaaS,25159
PaaS,25159
SaaS,25161
IaaS,25182
PaaS,25206
SaaS,25240
IaaS,25263
PaaS,25263
IaaS,25273
SaaS,25284
IaaS,25299
SaaS,25311
PaaS,25384
SaaS,25387
PaaS,25416
SaaS,25420
PaaS,25420
IaaS,25438
SaaS,25438
SaaS,25445
IaaS,25454
PaaS,25454
IaaS,25457
PaaS,25457
SaaS,25469
SaaS,25483
IaaS,25513
SaaS,25519
SaaS,25531
SaaS,25534
SaaS,25554
IaaS,25558
SaaS,25558
PaaS,25558
IaaS,25586
PaaS,25586
IaaS,25603
SaaS,25627
PaaS,25631
IaaS,25717
IaaS,25735
SaaS,25735
PaaS,25735
IaaS,25781
SaaS,25781
PaaS,25781
SaaS,25814
IaaS,25815
SaaS,25815
IaaS,25828
SaaS,25828
PaaS,25828
IaaS,25829
SaaS,25829
PaaS,25829
SaaS,25835
IaaS,25845
PaaS,25845
IaaS,25888
SaaS,25888
PaaS,25888
PaaS,25911
SaaS,25925
IaaS,25943
PaaS,25943
IaaS,25978
PaaS,25978
IaaS,25989
PaaS,25989
SaaS,25999
SaaS,26001
IaaS,26010
PaaS,26010
SaaS,26015
IaaS,26048
SaaS,26048
PaaS,26048
SaaS,26074
IaaS,26089
PaaS,26089
IaaS,26097
PaaS,26097
PaaS,26119
SaaS,26130
PaaS,26139
SaaS,26174
SaaS,26181
PaaS,26215
SaaS,26265
SaaS,26277
SaaS,26323
PaaS,26323
SaaS,26338
SaaS,26341
PaaS,26345
SaaS,26412
SaaS,26416
SaaS,26436
SaaS,26453
IaaS,26457
PaaS,26457
SaaS,26472
IaaS,26497
IaaS,26518
IaaS,26532
PaaS,26532
PaaS,26533
SaaS,26556
IaaS,26582
SaaS,26582
PaaS,26582
Other Cloud: Hybrid/Private/On-prem virtualization,26592
IaaS,26651
SaaS,26653
IaaS,26660
PaaS,26660
PaaS,26739
IaaS,26750
SaaS,26750
PaaS,26750
IaaS,26775
IaaS,26836
SaaS,26836
PaaS,26836
SaaS,26847
IaaS,26852
PaaS,26852
SaaS,26879
IaaS,26897
SaaS,26897
PaaS,26897
IaaS,26901
IaaS,26930
SaaS,26930
PaaS,26930
IaaS,26931
PaaS,26931
IaaS,26936
PaaS,26936
PaaS,26939
PaaS,26946
SaaS,26950
SaaS,26951
IaaS,27012
PaaS,27012
IaaS,27014
IaaS,27015
SaaS,27015
PaaS,27015
IaaS,27017
PaaS,27017
SaaS,27039
SaaS,27067
IaaS,27082
PaaS,27082
SaaS,27089
IaaS,27092
SaaS,27092
PaaS,27092
IaaS,27099
IaaS,27177
SaaS,27177
SaaS,27183
IaaS,27195
PaaS,27195
IaaS,27208
PaaS,27208
IaaS,27363
PaaS,27363
IaaS,27367
PaaS,27367
SaaS,27368
IaaS,27377
SaaS,27377
SaaS,27385
IaaS,27404
PaaS,27404
SaaS,27420
IaaS,27443
PaaS,27443
SaaS,27450
IaaS,27548
IaaS,27557
SaaS,27557
IaaS,27568
PaaS,27568
PaaS,27570
PaaS,27585
SaaS,27592
PaaS,27592
SaaS,27599
IaaS,27611
PaaS,27617
IaaS,27629
SaaS,27629
PaaS,27629
IaaS,27671
PaaS,27671
IaaS,27705
PaaS,27705
IaaS,27710
PaaS,27710
IaaS,27726
PaaS,27726
SaaS,27734
SaaS,27735
IaaS,27748
PaaS,27755
IaaS,27763
PaaS,27763
SaaS,27786
SaaS,27805
PaaS,27811
SaaS,27823
SaaS,27824
SaaS,27826
IaaS,27832
PaaS,27832
IaaS,27842
PaaS,27842
IaaS,27844
PaaS,27844
SaaS,27846
PaaS,27852
PaaS,27853
SaaS,27858
IaaS,27873
SaaS,27898
Other Cloud: Hybrid/Private/On-prem virtualization,27958
SaaS,27979
SaaS,28027
IaaS,28048
PaaS,28048
IaaS,28092
SaaS,28092
SaaS,28113
PaaS,28117
SaaS,28129
SaaS,28131
PaaS,28142
IaaS,28149
PaaS,28152
PaaS,28181
PaaS,28192
PaaS,28229
IaaS,28298
SaaS,28301
IaaS,28323
SaaS,28323
PaaS,28323
IaaS,28343
SaaS,28352
PaaS,28368
IaaS,28378
PaaS,28378
IaaS,28385
IaaS,28390
SaaS,28390
PaaS,28390
PaaS,28393
SaaS,28400
PaaS,28405
IaaS,28440
SaaS,28440
PaaS,28440
PaaS,28441
IaaS,28505
SaaS,28518
SaaS,28520
IaaS,28561
SaaS,28583
IaaS,28593
SaaS,28593
PaaS,28593
SaaS,28603
SaaS,28608
SaaS,28648
IaaS,28651
PaaS,28656
SaaS,28665
PaaS,28665
IaaS,28677
SaaS,28677
IaaS,28713
PaaS,28713
IaaS,28719
PaaS,28719
IaaS,28759
PaaS,28759
SaaS,28771
PaaS,28807
SaaS,28810
IaaS,28861
PaaS,28861
PaaS,28873
IaaS,28923
SaaS,28923
SaaS,28931
SaaS,28936
IaaS,28950
PaaS,28954
IaaS,28976
PaaS,28976
PaaS,29011
SaaS,29070
PaaS,29070
IaaS,29071
PaaS,29071
IaaS,29072
PaaS,29072
SaaS,29105
PaaS,29105
SaaS,29127
IaaS,29137
SaaS,29137
PaaS,29137
IaaS,29192
PaaS,29192
SaaS,29215
SaaS,29232
SaaS,29238
SaaS,29241
SaaS,29251
IaaS,29254
PaaS,29254
PaaS,29258
SaaS,29262
IaaS,29310
SaaS,29320
PaaS,29332
IaaS,29345
SaaS,29345
IaaS,29380
IaaS,29383
SaaS,29383
IaaS,29405
PaaS,29405
IaaS,29415
PaaS,29415
IaaS,29420
PaaS,29420
IaaS,29425
SaaS,29428
SaaS,29431
IaaS,29432
PaaS,29432
IaaS,29466
SaaS,29466
PaaS,29466
PaaS,29473
SaaS,29479
IaaS,29486
PaaS,29486
SaaS,29536
SaaS,29538
SaaS,29576
IaaS,29639
PaaS,29639
Other Cloud: Hybrid/Private/On-prem virtualization,29648
IaaS,29655
PaaS,29655
IaaS,29665
SaaS,29690
IaaS,29717
IaaS,29720
SaaS,29720
PaaS,29720
IaaS,29721
IaaS,29724
IaaS,29725
PaaS,29732
SaaS,29739
IaaS,29794
SaaS,29794
IaaS,29811
SaaS,29811
IaaS,29843
PaaS,29843
IaaS,29848
IaaS,29929
SaaS,29929
SaaS,29930
IaaS,29939
PaaS,29939
SaaS,29954
SaaS,29965
IaaS,29966
PaaS,29966
PaaS,29983
PaaS,30029
SaaS,30044
SaaS,30099
IaaS,30101
IaaS,30120
SaaS,30120
SaaS,30126
IaaS,30164
IaaS,30170
SaaS,30170
PaaS,30178
IaaS,30179
PaaS,30188
IaaS,30197
SaaS,30197
SaaS,30199
IaaS,30201
SaaS,30201
PaaS,30201
IaaS,30205
SaaS,30205
PaaS,30205
SaaS,30207
SaaS,30231
SaaS,30232
SaaS,30233
IaaS,30238
SaaS,30240
PaaS,30240
SaaS,30280
IaaS,30304
PaaS,30304
SaaS,30329
SaaS,30351
SaaS,30370
SaaS,30376
SaaS,30404
PaaS,30405
SaaS,30407
IaaS,30409
PaaS,30409
PaaS,30410
IaaS,30412
SaaS,30412
PaaS,30412
SaaS,30448
PaaS,30466
PaaS,30489
IaaS,30497
SaaS,30497
IaaS,30523
PaaS,30523
SaaS,30527
SaaS,30538
SaaS,30546
SaaS,30555
PaaS,30562
IaaS,30564
PaaS,30573
IaaS,30578
SaaS,30578
IaaS,30587
IaaS,30618
SaaS,30618
PaaS,30618
PaaS,30642
SaaS,30651
SaaS,30682
SaaS,30686
SaaS,30705
IaaS,30715
SaaS,30718
PaaS,30718
SaaS,30745
IaaS,30757
PaaS,30757
SaaS,30759
PaaS,30790
SaaS,30810
SaaS,30827
SaaS,30835
SaaS,30840
IaaS,30843
SaaS,30843
IaaS,30876
IaaS,30887
PaaS,30887
SaaS,30909
PaaS,30950
SaaS,30955
SaaS,30957
SaaS,30989
PaaS,30989
SaaS,30990
SaaS,31010
IaaS,31035
SaaS,31035
PaaS,31035
SaaS,31063
SaaS,31077
SaaS,31100
IaaS,31119
SaaS,31119
PaaS,31119
IaaS,31157
SaaS,31157
PaaS,31157
SaaS,31160
IaaS,31168
SaaS,31168
IaaS,31185
IaaS,31204
SaaS,31204
PaaS,31204
IaaS,31219
IaaS,31220
PaaS,31227
IaaS,31245
PaaS,31245
IaaS,31271
PaaS,31271
SaaS,31279
IaaS,31281
SaaS,31281
PaaS,31281
PaaS,31320
SaaS,31323
PaaS,31323
IaaS,31334
SaaS,31334
IaaS,31342
PaaS,31342
IaaS,31376
PaaS,31376
IaaS,31410
SaaS,31410
PaaS,31410
PaaS,31448
IaaS,31464
PaaS,31464
SaaS,31472
SaaS,31498
IaaS,31502
SaaS,31502
SaaS,31504
IaaS,31531
SaaS,31531
SaaS,31535
IaaS,31536
PaaS,31541
IaaS,31550
PaaS,31550
IaaS,31551
SaaS,31551
PaaS,31551
SaaS,31567
PaaS,31567
SaaS,31568
Other Cloud: Hybrid/Private/On-prem virtualization,31568
SaaS,31577
PaaS,31577
SaaS,31578
PaaS,31578
PaaS,31581
IaaS,31589
SaaS,31589
SaaS,31591
IaaS,31599
PaaS,31599
SaaS,31604
IaaS,31627
PaaS,31627
PaaS,31664
SaaS,31667
IaaS,31682
PaaS,31682
SaaS,31686
IaaS,31698
SaaS,31698
PaaS,31698
IaaS,31702
PaaS,31702
PaaS,31715
IaaS,31721
SaaS,31721
PaaS,31721
SaaS,31724
IaaS,31726
SaaS,31726
PaaS,31726
PaaS,31728
IaaS,31754
PaaS,31754
IaaS,31758
PaaS,31759
IaaS,31768
PaaS,31768
SaaS,31778
PaaS,31780
IaaS,31785
SaaS,31785
PaaS,31785
SaaS,31812
IaaS,31840
PaaS,31840
SaaS,31857
PaaS,31897
IaaS,31920
SaaS,31920
PaaS,31920
IaaS,31927
SaaS,31927
PaaS,31927
IaaS,31933
PaaS,31933
SaaS,31961
SaaS,31973
SaaS,31980
PaaS,31980
SaaS,31984
IaaS,32003
IaaS,32045
SaaS,32045
IaaS,32047
PaaS,32047
SaaS,32079
PaaS,32087
SaaS,32130
PaaS,32130
SaaS,32142
IaaS,32145
SaaS,32145
PaaS,32145
SaaS,32165
IaaS,32205
SaaS,32205
PaaS,32205
IaaS,32218
SaaS,32218
PaaS,32218
SaaS,32223
PaaS,32256
IaaS,32258
SaaS,32258
PaaS,32258
SaaS,32259
SaaS,32281
SaaS,32282
SaaS,32305
SaaS,32312
SaaS,32320
PaaS,32328
IaaS,32357
PaaS,32357
IaaS,32358
PaaS,32358
IaaS,32373
IaaS,32382
PaaS,32382
IaaS,32386
PaaS,32386
IaaS,32402
SaaS,32402
PaaS,32402
IaaS,32403
SaaS,32403
PaaS,32403
SaaS,32416
PaaS,32416
PaaS,32430
SaaS,32439
PaaS,32440
IaaS,32455
PaaS,32455
SaaS,32484
SaaS,32489
IaaS,32490
PaaS,32490
IaaS,32499
SaaS,32503
SaaS,32525
IaaS,32544
PaaS,32544
SaaS,32558
PaaS,32558
IaaS,32593
SaaS,32593
IaaS,32597
PaaS,32597
Other Cloud: Hybrid/Private/On-prem virtualization,32604
PaaS,32609
SaaS,32622
IaaS,32628
PaaS,32628
SaaS,32642
IaaS,32651
SaaS,32651
PaaS,32651
PaaS,32660
IaaS,32662
IaaS,32666
PaaS,32666
SaaS,32677
PaaS,32677
IaaS,32681
Other Cloud: Hybrid/Private/On-prem virtualization,32701
SaaS,32733
Other Cloud: Hybrid/Private/On-prem virtualization,32740
PaaS,32773
PaaS,32788
IaaS,32792
SaaS,32792
PaaS,32792
IaaS,32805
PaaS,32805
IaaS,32806
SaaS,32816
SaaS,32830
SaaS,32837
IaaS,32838
SaaS,32838
PaaS,32838
SaaS,32840
PaaS,32840
IaaS,32843
IaaS,32844
IaaS,32852
IaaS,32854
IaaS,32879
SaaS,32879
PaaS,32885
PaaS,32886
SaaS,32891
Other Cloud: Hybrid/Private/On-prem virtualization,32892
SaaS,32907
PaaS,32907
SaaS,32926
SaaS,32942
SaaS,32978
IaaS,32979
PaaS,32979
SaaS,32993
PaaS,32993
IaaS,33011
PaaS,33011
IaaS,33018
IaaS,33019
PaaS,33019
SaaS,33035
SaaS,33036
SaaS,33060
SaaS,33070
IaaS,33074
SaaS,33074
PaaS,33074
IaaS,33087
PaaS,33087
PaaS,33089
SaaS,33094
IaaS,33096
PaaS,33096
IaaS,33105
PaaS,33112
IaaS,33122
SaaS,33125
IaaS,33142
SaaS,33142
IaaS,33156
SaaS,33156
PaaS,33156
SaaS,33176
IaaS,33177
PaaS,33177
SaaS,33190
SaaS,33207
IaaS,33212
IaaS,33213
PaaS,33213
PaaS,33227
SaaS,33257
IaaS,33288
PaaS,33288
IaaS,33299
SaaS,33299
PaaS,33299
IaaS,33304
PaaS,33304
IaaS,33315
IaaS,33318
PaaS,33318
PaaS,33338
IaaS,33343
PaaS,33343
SaaS,33344
IaaS,33363
SaaS,33363
IaaS,33373
IaaS,33374
PaaS,33386
IaaS,33397
SaaS,33397
PaaS,33397
IaaS,33400
PaaS,33400
IaaS,33402
PaaS,33402
SaaS,33406
IaaS,33411
PaaS,33411
IaaS,33433
PaaS,33433
SaaS,33439
IaaS,33445
SaaS,33461
IaaS,33465
SaaS,33465
PaaS,33465
IaaS,33476
IaaS,33483
PaaS,33483
IaaS,33484
SaaS,33484
PaaS,33484
IaaS,33486
SaaS,33486
PaaS,33486
IaaS,33496
SaaS,33496
PaaS,33496
IaaS,33510
PaaS,33510
PaaS,33544
IaaS,33549
PaaS,33549
SaaS,33559
IaaS,33571
PaaS,33571
IaaS,33585
IaaS,33587
IaaS,33588
PaaS,33588
IaaS,33590
PaaS,33590
SaaS,33593
IaaS,33603
PaaS,33603
IaaS,33604
PaaS,33604
SaaS,33617
IaaS,33627
SaaS,33627
PaaS,33627
IaaS,33641
SaaS,33641
PaaS,33641
IaaS,33644
PaaS,33644
SaaS,33646
SaaS,33653
SaaS,33654
SaaS,33673
SaaS,33675
IaaS,33676
SaaS,33676
PaaS,33676
IaaS,33711
PaaS,33711
IaaS,33717
SaaS,33717
PaaS,33717
SaaS,33721
IaaS,33726
PaaS,33726
PaaS,33743
SaaS,33753
SaaS,33754
IaaS,33763
PaaS,33763
PaaS,33767
SaaS,33801
PaaS,33801
IaaS,33814
SaaS,33814
SaaS,33836
SaaS,33841
IaaS,33867
SaaS,33867
IaaS,33878
SaaS,33882
IaaS,33904
SaaS,33904
PaaS,33904
PaaS,33923
SaaS,33953
SaaS,33954
PaaS,33954
SaaS,33959
IaaS,33960
SaaS,33960
PaaS,33960
SaaS,34000
IaaS,34031
SaaS,34041
SaaS,34045
SaaS,34060
IaaS,34082
SaaS,34082
PaaS,34139
PaaS,34140
SaaS,34141
SaaS,34157
PaaS,34157
IaaS,34173
PaaS,34173
SaaS,34195
PaaS,34198
SaaS,34200
SaaS,34206
IaaS,34217
PaaS,34217
SaaS,34237
SaaS,34256
IaaS,34306
IaaS,34333
SaaS,34333
SaaS,34367
IaaS,34416
SaaS,34416
PaaS,34416
SaaS,34452
PaaS,34454
IaaS,34459
SaaS,34463
SaaS,34466
SaaS,34472
IaaS,34481
PaaS,34481
PaaS,34505
SaaS,34509
SaaS,34515
IaaS,34524
SaaS,34524
SaaS,34545
IaaS,34549
IaaS,34585
SaaS,34585
PaaS,34585
SaaS,34605
PaaS,34657
PaaS,34678
SaaS,34716
IaaS,34725
IaaS,34727
SaaS,34727
IaaS,34731
PaaS,34731
SaaS,34733
SaaS,34766
SaaS,34782
SaaS,34798
SaaS,34816
IaaS,34820
PaaS,34820
IaaS,34823
SaaS,34831
SaaS,34856
Other Cloud: Hybrid/Private/On-prem virtualization,34914
PaaS,34952
IaaS,34955
PaaS,34955
IaaS,34972
SaaS,34982
SaaS,34998
IaaS,35000
SaaS,35000
PaaS,35000
IaaS,35005
SaaS,35005
PaaS,35005
SaaS,35014
IaaS,35031
SaaS,35031
PaaS,35034
IaaS,35072
SaaS,35072
PaaS,35072
IaaS,35092
PaaS,35092
IaaS,35099
SaaS,35099
PaaS,35099
IaaS,35125
PaaS,35125
SaaS,35132
SaaS,35205
PaaS,35230
SaaS,35254
IaaS,35317
SaaS,35317
PaaS,35317
SaaS,35405
IaaS,35436
